id,sub_id,work_package_id,indicative_action,indicative_sub_action,work_package_leads,Action Member(s) -- SUPERSEDE,Action Entity(s) -- GET VIA LEADS?,Milestone 1,Milestone 1 Deadline,Milestone Final,Milestone Final - Deadline,tracking_status,action_notes,upcoming_milestone,Delivery Date,work_package_title,workstream_id,Sub-Action,action_lead,Big Ticket,needs_member_state_engagement,intergovernmental_bodies,Scenario for Proposal Advancement,action_status,Legal Consideration/Implication,action_spport,document_paragraph_number,work_package_goal,document_paragraph_text,Scope Definition,un_budgets,action_updates,Milestone 2,Milestone 2 Deadline,FP Specific for WP-Level,action_members,Milestone 3,Milestone 3 Deadline
31,,28,"Realign UN Secretariat support for LDCs, LLDCs and SIDS across DESA, UNCTAD and OHRLLS",,"['USG DESA', 'ES ECA', 'SG UNCTAD']",,,,,,,No submission,,Forthcoming,,Other UN Secretariat development realignments,WS3,,"['USG DESA', 'ES ECA', 'SG UNCTAD']",False,,['GA'],2. Requiring further work,Further work ongoing,GA decision (programme budget) could be required.,,41.0,Unified support to people and planet,"We plan to realign UN Secretariat support for least developed countries (LDCs), landlocked developing countries (LLDCs) and small island developing states (SIDS) across DESA, UNCTAD and the Office of the High Representative for LDCs, LLDCs and SIDS (OHRLLS). This realignment would strengthen and optimize organizational arrangements and support for these countries.",,,,.,,,,,
64,,14,"Integrate supply chains, taking the New Humanitarian Compact as the concrete starting point. ",Harmonized in-country logistics,"['Chair HLCM', 'ED WFP', 'Co-Chairs BIG']","Atul Khare, USG DOS, khare@un.org; Cindy McCain, ED WFP (represented by Carl Skau), cindy.mccain@wfp.org; Catherine Russell, ED UNICEF, crussell@unicef.org","['DOS', 'WFP', 'UNICEF']","Proposal for harmonized in-country logistics, with initial application in Afghanistan, Haiti, Gaza (OPT), Somalia and Sudan finalized.",2026-03-31,"Coordinated procurement of identified key items, pooled global logistics, and shared in-country logistics services are operational across the UN system, enabled by a coordination mechanism and guided by clear standard operating procedures and frameworks support the delivery of faster, more cost-effective, and more reliable assistance to people in need.",2026-12-31,Attention to timeline,Review final deadline to ensure checkpoint on impact of action before end of December 2026.,Proposal for integrated supply chain in starter countries submitted for Secretary-General's consideration,2026-03-31,Unified services roadmap,WS3,Harmonized in-country logistics,"['USG DOS', 'ED WFP', 'ED UNICEF']",True,,,2. Requiring further work,Further work ongoing,,"AnneMarie Van Den Berg vandenberga@un.org
Neris Baez; neris.baezgarciademazzora@un.org
Maurizia Calo calom@un.org 
Giovanna Ceglie; giovanna.ceglie@un.org
Sara Adam sara.adam@wfp.org
Corinne Fleischer corinne.fleischer@wfp.org
Leila Pakkala lpakkala@unicef.org 
Regine Weber reweber@unicef.org
Katinka Rosenbom krosenbom@unicef.org ",84.0,Unified support services,"The first wave, beginning in 2026, will progressively integrate supply chains, taking the New Humanitarian Compact as the concrete starting point.",,,,,,,,,
45,,11,"Review and make proposals to Member States regarding SG’s some 30 special envoys, representatives, coordinators and advisers, both thematic and geographic",,['USG Policy'],"Guy Ryder, USG for Policy, guy.ryder@un.org",['EOSG (USG Policy)'],All special envoys mapped,2025-04-12,Consideration of any changes in Special Envoy roster finalized by the Secretary-General,2026-02-27,Finalized,,Consideration of mapping of relevant positions by the Secretary-General,2026-02-27,Special envoy review,WS3,,['USG Policy'],True,,"['GA', 'SC']",2. Requiring further work,Further work ongoing,GA decision (including on programme budget) and Security Council decision could be required.,"Ayaka Suzuki, Director SPMU, EOSG, suzukia@un.org; Diler Erdengiz, Programme Management Officer, EOSG, erdengiz@un.org",60.0,Form to follow function,"We will review and make proposals to Member States regarding the Secretary-General’s some 30 special envoys, representatives, coordinators and advisers, both thematic and geographic. The goal is to create greater impact across the UN system and reduce costly duplication at the senior leadership level.","Review ~30 envoy/representative roles; assess overlaps; propose mergers, sunsets, or delegation to agencies; ensure clearer reporting and purpose.",,,,,,,,
67,,14,Harmonize most indirect and programme support costs,,"['Chair HLCM', 'ED WFP', 'Co-Chairs BIG']",BIG Co-Chairs,"['BIG', 'DCO']","Release of the CBO Tracking Tool and CBO Self Starter Reporting methodology for new CBOs;  
Begin work on improving transparency in expenditure and support cost across all funding streams at country level by expanding the CBO framework to introduce reporting requirements on support costs and programme expense",2026-01-31,"1. Identify potential service offerings funded by programme budget that can utilize and build on efficiency measures developed for administrative expenditure; 2. Four launched CBOs, release the preliminary efficiency gains per scaled common services in new CBO, including common ERPs, common payroll, with UNSDCF-SDG linkages where relevant. The gain calculation to be consistent with the accepted HLCM/ FBN definition of efficiency",2026-11-14,Confirmation needed,,Forthcoming,,Unified services roadmap,WS3,,"['Chair HLCM', 'ED WFP', 'Co-Chairs BIG']",True,,,1. Within SG authority,Further work ongoing,,"Larai Musa, Chief, Business Management Branch, DCO,  larai.musa@un.org;
Peride Blind, Chief Country Business Strategies Section, DCO, 
blind@un.org",86.0,Unified support services,"Contingent on progress in scaling shared services, we intend to harmonize most indirect and programme support costs. A progressive transparent rate model will create predictability and provide a strong incentive for collective action.",,,,,,"Larai Musa, Chief, Business Management Branch, DCO,  larai.musa@un.org;<br>Peride Blind, Chief Country Business Strategies Section, DCO, <br>blind@un.org",,,
10,,22,Streamline and align the Office of the Special Adviser for Cyprus with the UN Peacekeeping Force in Cyprus (UNFICYP) ,,"['USG DPPA', 'USG DPO']","Rosemary Anne Di Carlo, USG DPPA, rosemary.dicarlo@un.org;
Jean-Pierre Lacroix, USG DPO, jean-pierre.lacroix@un.org","['DPPA', 'DPO']",GA endorses revised estimates for OSASG Cyprus,2025-12-31,Further implementation of strengthened alignment,2026-12-30,Attention to timeline,Review final deadline to ensure checkpoint on impact of action before end of December 2026,No longer relevant,,"Prevention, peacebuilding, peace support",WS3,,"['USG DPPA', 'USG DPO']",False,True,['GA'],3. Included in budget estimate,Decision taken,GA decision (programme budget) required.,"Markus Bouillon, Principal Political Affairs Officer, DPPA, bouillonm@un.org;
Marco Bianchini, Principal Political Affairs Officer, DPO, bianchinim@un.org;
Kayoko Gotoh, Director Political Affairs, DPPA-DPO, gotoh@un.org",20.0,Joined up and networked for lasting impact,Streamline and align the Office of the Special Adviser for Cyprus with the UN Peacekeeping Force in Cyprus (UNFICYP) – while preserving the Office’s capacity to deliver its mandate.,,['RB 2026 Rev'],"Decision taken, as per GA resolution 80/242",,,,,,
62,,15,"Develop a proposal for a Technology Accelerator Platform (TAP) for the Chief Executives Board for a lean joint programme accountable to the SG, led by group of entities with advanced capabilities, to help modernize business practices, scale up expertise, offer surge capacity and jointly build systemically important technology solutions, with a parallel kick-off of at least six joint use cases showcasing demonstratable impact in 2026. ",,"['SG ITU', 'USG Policy', 'Co-Chairs DTN']","Kelly Clements, DHC UNHCR, clements@unhcr.org; 
Alexander De Croo, Administrator UNDP, alexander.de.croo@undp.org;
Daren Tang, DG WIPO, daren.tang@wipo.int;
Jens Wandel, SA Reform, jens.wandel@un.org;
Tedros Ghebreyesus, DG WHO, drtedros@who.int;
Sungah Lee, DDG M&R IOM, sungahlee@iom.int","['EOSG (USG Policy)', 'ITU', 'HLCM', 'UNHCR', 'UNDP', 'WIPO', 'EOSG (SA)', 'WHO', 'IOM']","Portfolio of 3 high-impact technology acceleration use cases proposed to the UN80 Steering Committee, drawn from UN 2.0 and UN80 reports (e.g. mandate registry / tools, beneficiary ID (Quint), data commons site 1.0), plus a short survey to capture demand signals and early contributors for at least 3 additional use cases for Steering Committee endorsement by mid-2026",2026-08-02,"At least three priority accelerator use cases in deployment systemwide, with clear KPI improvements (e.g., documented efficiency gains and user satisfaction improvements)",2026-09-14,Finalized,Intermediate milestones available,Portfolio of at least 3 high-impact use cases presented to UN80 Steering Committee,2026-08-02,Technology,WS3,,"['USG Policy', 'SG ITU', 'Co-Chairs DTN']",True,,,2. Requiring further work,Further work ongoing,,"Robert Opp, Chief Digital Officer, UNDP, robert.opp@undp.org; Khuloud Odeh, Chief Information Officer, ITU, khuloud.odeh@itu.int;
Sylvain St-Pierre, Chief Information Officer, UNHCR, st-pierre@unhcr.org; Volker Schimmel, Head of Service, UNHCR, schimmel@unhcr.org; 
Karl Kalejs, Chief Information Officer, WIPO, karl.kalejs@wipo.int;
Alexandru Zegrea, Counsellor to the Assistant Director General for Administration, Finance and Management, WIPO, alex.zegrea@wipo.int; 
Biswamber GURUBACHARYA, xxx, WHO, gurubacharyab@who.int; Marietta MUWANGA-SSEVUME, Director ICT, IOM, muwanga@iom.int; 
Richard Maciver, Coordinator Digital and Technology Network, CEB, richard.maciver@un.org; Kersten Jauer, Deputy Director, Strategic Planning Unit, EOSG, jauer@un.org; Talea Von Lupin, Portfolio Manager, EOSG, talea.vonlupin@un.org",79.0,Transformation through technology and new mindsets,"As shared ICT services scale up, savings will be partly reinvested in a new Technology Accelerator Platform (TAP), a lean joint programme accountable to the Secretary-General. TAP will be led by a group of entities from the Secretariat, specialized agencies, funds and programmes with advanced capabilities. It will help modernize business practices, scale up limited digital and AI expertise, offer surge capacity, and guide the transformation toward better solutions. The UN 2.0 team will baseline the current innovation landscape and present a proposal to the Chief Executives Board at the end of October 2025. ",,,,"TAP Proposal endorsed by CEB: recommendations for a lean joint programme accountable to the SG, led by group of entities with advanced capabilities, including shared staffing from innovation ecosystem and sustainable financing mechanism",2026-05-14,,,,
28,,4,"Conduct a thorough assessment to consider options to optimize normative functions of UNFPA on population statistics and related activities, including those currently undertaken by DESA",,"['DSG', 'ED UNFPA', 'ED UN Women']","Amina Mohammed, DSG, Amina.mohammed@un.org;
Sima Bahous, Executive Director, UN Women sima.bahous@unwomen.org;
Diene Keita, Executive Director, UNFPA, Keita@unfpa.org ","['EOSG (ODSG)', 'UN Women', 'UNFPA']",Options for optimization of the UN’s work on population statistics and related activities finalized for Secretary-General's consideration and integrated in merger analysis ,2026-01-30,"A final assessment integrated into the UN Women/UNFPA merger process, as per timelines above",2026-07-30,Finalized,,"As part of strategic merger assessment (action 27), initial assessment of the UN system’s work on population statistics and related activities finalized for the Secretary-General's consideration",2026-02-28,UNFPA / UN Women,WS3,,"['DSG', 'ED UNFPA', 'ED UN Women']",True,,['GA'],2. Requiring further work,Further work ongoing,GA decision (including on programme budget) could be required.,"Jean Philippe Bernardini, Senior Political Affairs Officer, bernardini@un.org;
Sam Choritz, Chief of Staff, UNFPA, choritz@unfpa.org;
Mohammad Naciri, Chief of Staff, UN Women, mohammad.naciri@unwomen.org",38.0,Unified support to people and planet,"As a subsequent step, we will also consider options to optimize normative functions on population statistics and related activities, including those currently undertaken by the Department of Economic and Social Affairs (DESA). Initial analysis will be presented to Member States in early 2026. ",,,,,,,,,
84,,30,Assess trends in word-limit compliance and develop an action plan for improvements (as part of item 86),,['CDC'],"Mr. Movses Abelian USG DGACM, abelian@un.org;
Mr. Li Junhua, USG DESA, junhua.li@un.org;
Ms. Rosemary A. DiCarlo, USG DPPA, rosemary.dicarlo@un.org;
Mr. Jean-Pierre 
Lacroix, USG DPO, jean-pierre.lacroix@un.org;
Ms. Ilze Brands Kehris, ASG OHCHR, ilze.brandskehris@un.org","['DGACM', 'DESA', 'DPPA', 'DPO', 'OHCHR', 'EOSG (USG Policy)']",Guidance on word limits and compliance issued,2026-02-27,"Guidance on word limits and compliance updated, based on outcomes of UN80 Initiative workstream 2",2026-04-29,Finalized,,Assessment and potential relevant actions finalized for the Secretary-General's consideration,2026-02-27,SG reports,WS2,,['CDC'],False,,,1. Within SG authority,Further work ongoing,,"Oumar Diallo, Special Assistant to the Chef de Cabinet, EOSG, dialloo@un.org;
Claudia Banz, Director, Political Affairs, banz@un.org;
Natalia Bondonno, Director, Conference Services DGACM, bondonno@un.org;
Wai Min Kwok, Principal Programme Management Officer DESA, kwok@un.org;
Mariana Olivera West, Chief of Service Human Rights OHCHR, mariana.oliverawest@un.org;
Masud Rana, Chief of Section, DGACM, rana@un.org;
Wannes Lint, Intergovernmental Affairs Officer, DGACM, lint@un.org; James Sutterlin, Chief of Service Political Affairs, DPPA, sutterlin@un.org;
Hussein Elshaar, Senior Programme Management Officer, el-shaar@un.org;
Kersten Jauer, Deputy-Director Strategic Planning Unit, EOSG, jauer@un.org;
Putu Ustriyana, Programme Management Officer, EOSG, putu.ustriyana@un.org;
Nita Syvaeoja, Associate Expert, EOSG, nita.syvaeoja@un.org;
Melanie Ramjoue, Senior Programme Officer, Partnerships, EOSG, ramjoue@un.org",38.2,Maximized value of meetings and reports and appropriate balance between supporting functions for Member States and direct impact,6. Provide shorter reports and reduce maximum word counts,,,,,,,,,
38,,11,Abolish the Special Coordinator for Development in the Sahel post and its associated office (functions and responsibilities are absorbed and performed by existing entities),,['USG Policy'],"Guy Ryder, USG Policy, guy.ryder@un.org;
Karima El-Korri, Director SDU, elkorri@un.org","['EOSG (USG Policy)', 'EOSG (ODSG)']",,2025-11-30,Special Coordinator for Development in the Sahel post and its associated office abolished,2025-12-30,Finalized,,No longer relevant,,Special envoy review,WS3,,['USG Policy'],True,,['SG'],1. Within SG authority,Decision taken,SG decision required.,,51.0,Form to follow function,"Simultaneously, as the assignment of the Special Coordinator for Development in the Sahel comes to an end, we plan to abolish this post and its associated office. We will ensure that all functions and responsibilities are absorbed and performed by existing entities, building on the role of relevant Resident Coordinators and UN Country Teams (UNCTs).",,,Decision taken,,,,,,
68,,17,Merge UN System Staff College (UNSSC) into the UN Institute for Training and Research (UNITAR),,"['ED UNITAR', 'Rector UNU']","Michelle Gyles-McDonnough, ED UNITAR, GYLES-MCDONNOUGH@unitar.org;
Tshilidzi Marwala, Rector UNU (USG), rector@unu.edu","['UNITAR', 'UNU', 'UNSSC', 'UN Women', 'ITU', 'ILO', 'DCO', 'DOS']","Merger roadmap agreed by UNITAR and UNSSC, incl.  needs assessment, scope, methodology, and joint plan for functional/financial mapping; consultations launched",2026-01-30,UNITAR and UNSSC Boards  endorse merger proposal for submission via SG to the GA,2026-06-29,Finalized,Intermediate milestones available via attachment,"Executive heads of UNITAR and UNSSC, together with Action 68 Team agree overall roadmap, detailed workplan, stakeholder engagement and key milestones.",2026-01-31,Training and research,WS3,,['ED UNITAR'],True,True,['GA'],2. Requiring further work,Further work ongoing,GA decision required.,"Miguel Panadero, Acting Director, UNSSC, m.panadero@unssc.org;
Silke Weinlich, Deputy Director, UNSSC, s.weinlich@unssc.org;

Marina Dinca Vasilescu, Director, Operations, UNITAR, Marina.VASILESCU@unitar.org;
Evariste Karambizi, Director, Division for Peace UNITAR, Evariste.KARAMBIZI@unitar.org; 

Nyaradzayi Gumbonzvanda, Deputy Executive Director, UN WOMEN, n.gumbonzvanda@unwomen.org;
Papa Seck, Chief Research and Data, UN WOMEN, papa.seck@unwomen.org;

ITU
Doreen Bogdan-Martin, Secretary-General, ITU, doreen.bogdan@itu.int;
Regina Valiullina, Senior Partnership and academia engagement officer, Regina.Valiullina@itu.int; 

ITC ILO
Andreas Klemmer, Director of Training, ITC ILO, A.Klemmer@itcilo.org; 

DCO
Oscar Fernández-Taranco, Assistant Secretary-General for Development Coordination, DCO, fernandez-taranco@un.org; 
Helena Fraser, Director, Policy and Programming Branch, DCO, fraser@un.org; 

DOS
Adrian Hills, Chief, Capacity Development and Operational Training Service, DOS, hillsa@un.org;
Mohammad Jeram, Chief of Operational Training Section, CDOTS, jeram@un.org;
Paola Matarazzo, Chief, Business Process & Systems Support Section, CDOTS, matarazzo@un.org",89.0,"Two pillars, one vision","We plan to merge UN Staff System College (UNSSC) into the UN Institute for Training and Research (UNITAR) with the goal of harmonizing governance, modernizing digital platforms and expanding training opportunities for UN personnel and Member States.  ",,,,Joint mapping completed; operating model and legal pathways reviewed; zero draft to TF,2026-03-14,,,"Functional & Governance Options Paper delivered, including risks and advantages; alignment with hubs/nodes ensured; transition scenarios drafted",2026-04-29
7,,22,Combine the Western and Northern Africa divisions,,"['USG DPPA', 'USG DPO']","Rosemary Anne Di Carlo, USG DPPA, rosemary.dicarlo@un.org;
Jean-Pierre Lacroix, USG DPO, jean-pierre.lacroix@un.org","['DPPA', 'DPO']",GA endorses proposed combination of WAD and NAD ,2025-12-31,GA endorses proposed combination of WAD and NAD ,2025-12-31,Finalized,,No longer relevant,,"Prevention, peacebuilding, peace support",WS3,,"['USG DPPA', 'USG DPO']",False,True,['GA'],3. Included in budget estimate,Decision taken,GA decision (programme budget) required.,"Martha Pobee, Assistant Secretary-General, DPPA-DPO, martha.pobee@un.org;
Markus Bouillon, Principal Political Affairs Officer, DPPA, bouillonm@un.org;
Marco Bianchini, Principal Political Affairs Officer, DPO, bianchinim@un.org;",19.0,Joined up and networked for lasting impact,"In parallel, we plan to combine the Western and Northern Africa divisions, streamlining support across the Sahel, Maghreb and Gulf of Guinea.",,['RB 2026 Rev'],"Decision taken, as per GA resolution 80/242",,,,,,
33,,7,"Establish Joint Knowledge Hubs to pool knowledge on key issues spread across UN development system entities and avoid duplications, including finding the best placed entities to co-leads (through joint mechanisms)",,"['USG DESA', 'SG UNCTAD']","Rebeca Grynspan, SG UNCTAD, rebeca.grynspan@unctad.org;
LI Junhua, USG DESA, junhua.li@un.org","['DESA', 'UNCTAD']","The first meeting endorsed the concept note, agreed on hub list with leads, and committed to distinct value and collaboration with UN mechanisms",2026-01-30,"Established hubs deliver coherent, efficient UN-wide support, integrating data and knowledge for policy coherence and innovative solutions",2026-09-18,Finalized,,Concept note delivered for the Secretary-General's consideration,2026-01-30,Joint knowledge hubs,WS3,,"['USG DESA', 'SG UNCTAD']",True,,,2. Requiring further work,Further work ongoing,,"Adnan Issa, Director Programme Management, UNCTAD, issa@unctad.org;
Wai Min Kwok, Acting Chief Office of the USG, DESA, kwok@un.org;
Carlos Razo, Senior Coordinator Office of the Secretary General, UNCTAD, carlos.razo@un.org;
Guenther Gross, Senior Programme Management Officer Office of the USG, DESA, gross1@un.org",45.0,Unified knowledge hubs and expertise on demand,"As a first step, we will establish Joint Knowledge Hubs to pool knowledge on key issues spread across UN development system entities and avoid duplications. These hubs will be co-led by the best placed entities and be anchored in joint mechanisms. They will start within the UN Secretariat, be open to other UN system entities, and link to regional and Resident Coordinator offices. These hubs are not new institutions and are not coordination committees. Instead, they will leverage existing assessed resources, eliminate overlaps, link to pooled funding mechanisms, and focus on adding real value. A provisional list of key issues for hubs to address includes: climate change; science, technology and innovation; financing for development; critical minerals; trade; and regional integration.",,['RB 2027'],,,,,,,
35,,27,Undertake a thorough assessment of current arrangements and make proposals on possible structural changes and programme realignments on environmental issues,,"['USG UNEP', 'ES UNFCCC']","UNDP (development) TBC
OHCHR (human rights) TBC
DPPA/ PBSO (peace & Security) TBC
UNCTAD (trade, minerals) (development secretariat)  TBC
IFAD (specialized agencies) TBC
","['UNDP', 'DPPA', 'UNCTAD', 'IFAD', 'OHCHR', 'UNEP', 'UNFCCC']","Terms of reference of the assessment finalized, including scope, methodology, timeline and specific outcomes",2026-01-30,Assessment of current arrangements and proposals on possible structural changes and programme realignments on environmental issues,2026-09-17,Finalized,,Assessment of current arrangements and proposals on possible structural changes and programme realignments finalized for the Secretary-General’s consideration,2026-09-17,Environment,WS3,,"['USG UNEP', 'ES UNFCCC']",False,,,2. Requiring further work,Further work ongoing,,"Ligia Noronha, ASG and Head of the NYO, UNEP, ligia.noronha@un.org;
Rafael Peralta, Regional Director for North America, UNEP peralta@un.org;
Nicolas Bertrand, Chief of Staff, nicolas.bertrand@un.org;
UNEP's Executive Office;
Daniele Violetti, Senior Director Programmes Coordination, UNFCCC, dvioletti@unfccc.int;
James Grabert, Director Mitigation, UNFCCC, JGrabert@unfccc.int;
Joanna MacGregor, Chief Strategy and UN Affairs, UNFCCC, jmacgregor@unfccc.int",47.0,Unified knowledge hubs and expertise on demand,"Environmental issues are growing in importance, and environmental responsibilities are dispersed across UN entities. We will undertake a thorough assessment of current arrangements and make proposals on possible structural changes and programme realignments on environmental issues.",,,,,,,,,
